指标,字段,策略,基准
起始日期,start_date,2022-01-13,2022-01-13
结束日期,end_date,2026-07-17,2026-07-17
交易日数,trading_days,1091,1091
期末净值,final_nav,1.1161622634052197,1.054087867537604
累计收益率,total_return,0.11616226340521973,0.05408786753760397
年化收益率,annual_return,0.02573272061254417,0.012252718190610024
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.011732720612544168,-0.0017472818093899768
年化波动率,annual_volatility,0.010636116666755858,0.011460093309842793
夏普比率,sharpe,1.1031019102315647,-0.15246663025765064
最大回撤,max_drawdown,-0.006833084029363334,-0.020999074441013676
最大回撤起点,max_drawdown_start,2022-08-04,2022-02-08
最大回撤终点,max_drawdown_end,2022-11-11,2022-11-30
Calmar比率,calmar,3.7659013853722194,0.5834884877915865
日胜率_参考,win_rate,0.15490375802016498,0.13932172318973418
调仓周期数,signal_period_count,1072,1072
盈利调仓周期数,winning_signal_periods,161,145
调仓周期胜率,signal_period_win_rate,0.1501865671641791,0.13526119402985073
单周期平均收益,avg_signal_period_return,0.00010274604375481015,4.9394538141577187e-05
累计资本利得_BP（收益率变动）,capital_gain_total_bp,96.229999999997,32.73999999999805
年化资本利得_BP,capital_gain_annualized_bp,22.24766972476995,7.569247706421567
资本利得交易笔数,capital_gain_trade_count,83,83
已平仓交易笔数,capital_gain_closed_trade_count,83,83
资本利得盈利笔数,capital_gain_winning_trades,51,48
资本利得亏损笔数,capital_gain_losing_trades,29,34
资本利得持平笔数,capital_gain_flat_trades,3,1
资本利得交易胜率,capital_gain_trade_win_rate,0.6144578313253012,0.5783132530120482
平均单笔资本利得_BP,capital_gain_avg_trade_bp,1.1593975903614098,0.3944578313252777
资本利得中位数_BP,capital_gain_median_trade_bp,0.7300000000000015,0.1999999999990204
平均每笔盈利_BP,capital_gain_avg_win_bp,2.6794117647058258,2.284999999999979
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.3937931034482796,-2.2629411764706155
资本利得盈亏比,capital_gain_profit_loss_ratio,1.922388450679583,1.0097478554717747
最佳交易_BP,capital_gain_best_trade_bp,14.770000000000028,14.750000000000005
最差交易_BP,capital_gain_worst_trade_bp,-5.640000000000991,-7.619999999999987
平均每笔持有交易日,capital_gain_avg_holding_days,3.0481927710843375,3.0481927710843375
最长单笔持有交易日,capital_gain_max_holding_days,22,22
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-12.070000000002942,-33.21000000000094
资本利得最大回撤起点,capital_gain_max_drawdown_start,2022-08-04,2022-02-08
资本利得最大回撤终点,capital_gain_max_drawdown_end,2022-11-11,2022-11-30
最长连续亏损笔数,capital_gain_longest_losing_streak,4,6
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
