指标,字段,策略,基准
起始日期,start_date,2022-01-17,2022-01-17
结束日期,end_date,2026-07-14,2026-07-14
交易日数,trading_days,1086,1086
期末净值,final_nav,1.1154051917147703,1.0522415356913466
累计收益率,total_return,0.11540519171477026,0.0522415356913466
年化收益率,annual_return,0.02569117334068083,0.011897422104914845
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.011691173340680828,-0.002102577895085155
年化波动率,annual_volatility,0.010236709494083129,0.010174903446975098
夏普比率,sharpe,1.1420831417984838,-0.20664352306067643
最大回撤,max_drawdown,-0.007413030758258832,-0.012294334977401844
最大回撤起点,max_drawdown_start,2024-04-25,2022-09-06
最大回撤终点,max_drawdown_end,2024-04-29,2022-11-22
Calmar比率,calmar,3.4656774237795225,0.9677157916051122
日胜率_参考,win_rate,0.1574585635359116,0.13812154696132597
调仓周期数,signal_period_count,220,220
盈利调仓周期数,winning_signal_periods,46,39
调仓周期胜率,signal_period_win_rate,0.20909090909090908,0.17727272727272728
单周期平均收益,avg_signal_period_return,0.0004978771213264243,0.00023281604828455143
累计资本利得_BP（收益率变动）,capital_gain_total_bp,96.55999999999709,31.930000000000014
年化资本利得_BP,capital_gain_annualized_bp,22.426838709676744,7.416000000000003
资本利得交易笔数,capital_gain_trade_count,37,37
已平仓交易笔数,capital_gain_closed_trade_count,36,36
资本利得盈利笔数,capital_gain_winning_trades,26,21
资本利得亏损笔数,capital_gain_losing_trades,10,15
资本利得持平笔数,capital_gain_flat_trades,0,0
资本利得交易胜率,capital_gain_trade_win_rate,0.7222222222222222,0.5833333333333334
平均单笔资本利得_BP,capital_gain_avg_trade_bp,2.6874999999999196,0.888055555555556
资本利得中位数_BP,capital_gain_median_trade_bp,2.1550000000005074,0.4449999999994909
平均盈利交易_BP,capital_gain_avg_win_bp,4.528846153846154,3.6138095238095724
平均亏损交易_BP,capital_gain_avg_loss_bp,-2.1000000000002927,-2.928000000000067
资本利得盈亏比,capital_gain_profit_loss_ratio,2.1565934065931063,1.2342245641425853
最佳交易_BP,capital_gain_best_trade_bp,15.800000000000015,14.610000000000005
最差交易_BP,capital_gain_worst_trade_bp,-4.280000000000985,-8.010000000001002
平均每笔持有交易日,capital_gain_avg_holding_days,7.0,7.0
最长单笔持有交易日,capital_gain_max_holding_days,30,30
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-8.829999999999977,-16.850000000000023
资本利得最大回撤起点,capital_gain_max_drawdown_start,2024-04-23,2022-09-01
资本利得最大回撤终点,capital_gain_max_drawdown_end,2024-04-29,2022-11-25
最长连续亏损笔数,capital_gain_longest_losing_streak,2,4
当前未平仓交易数,capital_gain_open_trade_count,1,1
当前未平仓资本利得_BP,capital_gain_open_trade_bp,-0.18999999999998185,-0.04000000000000531
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
