指标,字段,策略,基准
起始日期,start_date,2022-01-17,2022-01-17
结束日期,end_date,2026-09-04,2026-09-04
交易日数,trading_days,1124,1124
期末净值,final_nav,1.1070944896598518,1.0396707529242528
累计收益率,total_return,0.1070944896598518,0.03967075292425282
年化收益率,annual_return,0.023092726258232332,0.008768251702879093
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.009092726258232332,-0.005231748297120907
年化波动率,annual_volatility,0.00933107709984993,0.009893801440288409
夏普比率,sharpe,0.9744562348947442,-0.5287905087539739
最大回撤,max_drawdown,-0.012533487032191815,-0.013321343222860271
最大回撤起点,max_drawdown_start,2025-01-08,2024-11-12
最大回撤终点,max_drawdown_end,2025-05-13,2025-08-15
Calmar比率,calmar,1.842482159906456,0.6582107792127311
日胜率_参考,win_rate,0.15569395017793594,0.12455516014234876
调仓周期数,signal_period_count,227,227
盈利调仓周期数,winning_signal_periods,43,35
调仓周期胜率,signal_period_win_rate,0.1894273127753304,0.15418502202643172
单周期平均收益,avg_signal_period_return,0.0004494831864184684,0.0001724472032777321
累计资本利得_BP（收益率变动）,capital_gain_total_bp,88.51999999999907,18.940000000000097
年化资本利得_BP,capital_gain_annualized_bp,19.863793410507363,4.250115761353539
资本利得交易笔数,capital_gain_trade_count,28,28
已平仓交易笔数,capital_gain_closed_trade_count,28,28
资本利得盈利笔数,capital_gain_winning_trades,23,16
资本利得亏损笔数,capital_gain_losing_trades,5,12
资本利得持平笔数,capital_gain_flat_trades,0,0
资本利得交易胜率,capital_gain_trade_win_rate,0.8214285714285714,0.5714285714285714
平均单笔资本利得_BP,capital_gain_avg_trade_bp,3.1614285714285386,0.6764285714285752
资本利得中位数_BP,capital_gain_median_trade_bp,3.0500000000005176,0.8399999999995041
平均每笔盈利_BP,capital_gain_avg_win_bp,4.400434782608656,3.5243749999999405
平均每笔亏损_BP,capital_gain_avg_loss_bp,-2.537999999999999,-3.120833333333245
资本利得盈亏比,capital_gain_profit_loss_ratio,1.7338198513036476,1.1293057409879967
最佳交易_BP,capital_gain_best_trade_bp,22.400000000000997,16.089999999999993
最差交易_BP,capital_gain_worst_trade_bp,-7.339999999999986,-5.739999999999009
平均每笔持有交易日,capital_gain_avg_holding_days,9.0,9.0
最长单笔持有交易日,capital_gain_max_holding_days,29,29
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-14.71999999999997,-17.16999999999894
资本利得最大回撤起点,capital_gain_max_drawdown_start,2025-01-08,2024-11-12
资本利得最大回撤终点,capital_gain_max_drawdown_end,2025-05-13,2026-05-15
最长连续亏损笔数,capital_gain_longest_losing_streak,3,3
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
