指标,字段,策略,基准
起始日期,start_date,2022-01-17,2022-01-17
结束日期,end_date,2026-09-11,2026-09-11
交易日数,trading_days,1129,1129
期末净值,final_nav,1.103382992764674,1.0404092725409693
累计收益率,total_return,0.10338299276467411,0.040409272540969265
年化收益率,annual_return,0.02222202475731483,0.008889250281369332
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.008222024757314829,-0.005110749718630668
年化波动率,annual_volatility,0.009901617484799941,0.010234022872233673
夏普比率,sharpe,0.8303718831732826,-0.4993881470107755
最大回撤,max_drawdown,-0.007413030758258943,-0.011153880497478896
最大回撤起点,max_drawdown_start,2024-04-25,2022-11-24
最大回撤终点,max_drawdown_end,2024-04-29,2023-11-27
Calmar比率,calmar,2.9976976329899907,0.7969648126836721
日胜率_参考,win_rate,0.1337466784765279,0.10983170947741364
累计资本利得_BP,capital_gain_total_bp,88.22000000000298,22.039999999999907
年化资本利得_BP,capital_gain_annualized_bp,19.708723404255984,4.9238297872340215
资本利得交易笔数,capital_gain_trade_count,31,31
已平仓交易笔数,capital_gain_closed_trade_count,31,31
资本利得盈利笔数,capital_gain_winning_trades,27,20
资本利得亏损笔数,capital_gain_losing_trades,4,11
资本利得持平笔数,capital_gain_flat_trades,0,0
资本利得交易胜率,capital_gain_trade_win_rate,0.8709677419354839,0.6451612903225806
平均单笔资本利得_BP,capital_gain_avg_trade_bp,2.8458064516129995,0.710967741935481
资本利得中位数_BP,capital_gain_median_trade_bp,2.8800000000000012,0.8000000000000025
平均每笔盈利_BP,capital_gain_avg_win_bp,3.625185185185295,2.936499999999995
平均每笔亏损_BP,capital_gain_avg_loss_bp,-2.414999999999995,-3.335454545454544
资本利得盈亏比,capital_gain_profit_loss_ratio,1.5011118779235206,0.8803897519760141
最佳交易_BP,capital_gain_best_trade_bp,15.800000000000015,14.610000000000005
最差交易_BP,capital_gain_worst_trade_bp,-7.339999999999986,-7.440000000000986
平均每笔持有交易日,capital_gain_avg_holding_days,7.064516129032258,7.064516129032258
最长单笔持有交易日,capital_gain_max_holding_days,19,19
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-8.82999999999997,-16.629999999999043
资本利得最大回撤起点,capital_gain_max_drawdown_start,2024-04-23,2022-11-24
资本利得最大回撤终点,capital_gain_max_drawdown_end,2024-04-29,2023-11-27
最长连续亏损笔数,capital_gain_longest_losing_streak,2,3
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
