指标,字段,策略,基准
起始日期,start_date,2022-01-13,2022-01-13
结束日期,end_date,2026-09-04,2026-09-04
交易日数,trading_days,1126,1126
期末净值,final_nav,1.182932421835813,1.0685725585334636
累计收益率,total_return,0.18293242183581304,0.06857255853346356
年化收益率,annual_return,0.03834822650117742,0.01496741536065227
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.02434822650117742,0.0009674153606522694
年化波动率,annual_volatility,0.013730469278610678,0.01440633177734835
夏普比率,sharpe,1.7732989315308458,0.06715209503736233
最大回撤,max_drawdown,-0.007487159382216779,-0.01749761281067963
最大回撤起点,max_drawdown_start,2023-08-30,2022-01-20
最大回撤终点,max_drawdown_end,2023-10-10,2022-04-27
Calmar比率,calmar,5.121865923177847,0.8553975632331365
日胜率_参考,win_rate,0.2753108348134991,0.23801065719360567
调仓周期数,signal_period_count,1107,1107
盈利调仓周期数,winning_signal_periods,304,264
调仓周期胜率,signal_period_win_rate,0.27461607949412825,0.23848238482384823
单周期平均收益,avg_signal_period_return,0.0001521496902432531,6.032958698491605e-05
累计资本利得_BP,capital_gain_total_bp,139.87000000000893,28.24999999999706
年化资本利得_BP,capital_gain_annualized_bp,31.330880000002004,6.327999999999341
资本利得交易笔数,capital_gain_trade_count,112,112
已平仓交易笔数,capital_gain_closed_trade_count,111,111
资本利得盈利笔数,capital_gain_winning_trades,74,54
资本利得亏损笔数,capital_gain_losing_trades,35,57
资本利得持平笔数,capital_gain_flat_trades,2,0
资本利得交易胜率,capital_gain_trade_win_rate,0.6666666666666666,0.4864864864864865
平均单笔资本利得_BP,capital_gain_avg_trade_bp,1.2514414414415211,0.2379279279279014
资本利得中位数_BP,capital_gain_median_trade_bp,0.6300000000000059,-0.019999999999985807
平均每笔盈利_BP,capital_gain_avg_win_bp,2.7882432432433633,2.909444444444351
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.9262857142857148,-2.2929824561403143
资本利得盈亏比,capital_gain_profit_loss_ratio,1.4474712772696186,1.2688472328487426
最佳交易_BP,capital_gain_best_trade_bp,14.90999999999999,14.750000000000005
最差交易_BP,capital_gain_worst_trade_bp,-7.750000000000984,-10.469999999999994
平均每笔持有交易日,capital_gain_avg_holding_days,4.142857142857143,4.142857142857143
最长单笔持有交易日,capital_gain_max_holding_days,28,28
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-11.270000000001012,-25.930000000001844
资本利得最大回撤起点,capital_gain_max_drawdown_start,2023-08-30,2022-01-20
资本利得最大回撤终点,capital_gain_max_drawdown_end,2023-12-08,2022-11-30
最长连续亏损笔数,capital_gain_longest_losing_streak,5,5
当前未平仓交易数,capital_gain_open_trade_count,1,1
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.9600000000000233,1.8400000000000014
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
