signal_date,周期起始,周期结束,总分_raw,总分,供给模块_利空,需求模块_利空,估值模块_利空,情绪模块_利空,利空模块数,供给或需求利空,供给_发行量_得分,供给_发行量_定性,供给_发行占比_得分,供给_发行占比_定性,供给_10Y以上发行_得分,供给_10Y以上发行_定性,供给_发飞惩罚_得分,供给_发飞惩罚_定性,银行需求_得分,银行需求_定性,利差_地方债国债_得分,利差_地方债国债_定性,利差_周度变化_得分,利差_周度变化_定性,利差_地方债NCD_得分,利差_地方债NCD_定性,非银情绪_得分,非银情绪_定性,结论,仓位
2025-01-13,2025-01-13,2025-01-19,27.5,27.5,1,0,0,1,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,10.0,利多,10.0,利多,7.5,中性,0.0,利空,0.0,利空,看空,-1.0
2025-01-20,2025-01-20,2025-01-26,20.0,20.0,1,0,1,1,3,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,利空,15.0,利多,0.0,利空,0.0,利空,看空,-1.0
2025-01-27,2025-01-27,2025-02-02,35.0,35.0,0,0,0,1,1,0,10.0,中性,0.0,利空,7.5,中性,0.0,中性,5.0,中性,5.0,中性,7.5,中性,0.0,利空,0.0,利空,中性,0.7
2025-02-03,2025-02-03,2025-02-09,55.0,55.0,0,1,0,0,1,1,10.0,中性,0.0,中性,7.5,中性,0.0,中性,0.0,利空,5.0,中性,7.5,中性,0.0,利空,25.0,利多,中性,0.7
2025-02-10,2025-02-10,2025-02-16,47.5,47.5,1,0,0,0,1,1,0.0,利空,0.0,中性,0.0,利空,0.0,中性,5.0,中性,10.0,利多,7.5,中性,0.0,利空,25.0,利多,中性,0.7
2025-02-17,2025-02-17,2025-02-23,50.0,50.0,1,0,1,0,2,1,0.0,利空,0.0,利空,0.0,利空,0.0,中性,10.0,利多,0.0,利空,15.0,利多,0.0,利空,25.0,利多,中性,0.7
2025-02-24,2025-02-24,2025-03-02,15.0,15.0,1,0,1,1,3,1,0.0,利空,0.0,中性,0.0,利空,0.0,中性,10.0,利多,5.0,中性,0.0,利空,0.0,利空,0.0,利空,看空,-1.0
2025-03-03,2025-03-03,2025-03-09,27.5,27.5,0,1,1,1,3,1,10.0,中性,0.0,中性,7.5,中性,0.0,中性,0.0,利空,10.0,利多,0.0,利空,0.0,利空,0.0,利空,看空,-1.0
2025-03-10,2025-03-10,2025-03-16,47.5,47.5,0,0,0,1,1,0,10.0,中性,0.0,利多,7.5,中性,0.0,中性,5.0,中性,10.0,利多,15.0,利多,0.0,利空,0.0,利空,中性,0.7
2025-03-17,2025-03-17,2025-03-23,30.0,30.0,0,1,0,1,2,1,10.0,中性,0.0,中性,7.5,中性,0.0,中性,0.0,利空,10.0,利多,0.0,利空,2.5,中性,0.0,利空,中性,0.7
2025-03-24,2025-03-24,2025-03-30,65.0,65.0,0,1,0,0,1,1,10.0,中性,0.0,中性,7.5,中性,0.0,中性,0.0,利空,10.0,利多,7.5,中性,5.0,利多,25.0,利多,中性,0.7
2025-03-31,2025-03-31,2025-04-06,70.0,70.0,0,0,0,0,0,0,10.0,中性,0.0,中性,7.5,中性,0.0,中性,5.0,中性,10.0,利多,7.5,中性,5.0,利多,25.0,利多,看多,1.0
2025-04-07,2025-04-07,2025-04-13,60.0,60.0,0,1,0,0,1,1,10.0,中性,0.0,中性,7.5,中性,0.0,中性,0.0,利空,5.0,中性,7.5,中性,5.0,利多,25.0,利多,中性,0.7
2025-04-14,2025-04-14,2025-04-20,62.5,62.5,0,0,0,0,0,0,10.0,中性,0.0,中性,7.5,中性,0.0,中性,5.0,中性,10.0,利多,0.0,利空,5.0,利多,25.0,利多,中性,0.7
2025-04-21,2025-04-21,2025-04-27,75.0,75.0,0,0,0,0,0,0,10.0,中性,0.0,中性,15.0,利多,0.0,中性,5.0,中性,10.0,利多,7.5,中性,2.5,中性,25.0,利多,看多,1.0
2025-04-28,2025-04-28,2025-05-04,87.5,87.5,0,0,0,0,0,0,20.0,利多,0.0,利空,15.0,利多,0.0,中性,5.0,中性,5.0,中性,15.0,利多,2.5,中性,25.0,利多,看多,1.0
2025-05-05,2025-05-05,2025-05-11,62.5,62.5,0,0,0,0,0,0,10.0,中性,0.0,利多,7.5,中性,0.0,中性,5.0,中性,5.0,中性,7.5,中性,2.5,中性,25.0,利多,中性,0.7
