指标,字段,策略,基准
起始日期,start_date,2022-01-13,2022-01-13
结束日期,end_date,2026-07-14,2026-07-14
交易日数,trading_days,1088,1088
期末净值,final_nav,1.1348906367832523,1.070084028765948
累计收益率,total_return,0.1348906367832523,0.0700840287659481
年化收益率,annual_return,0.029769509806920613,0.015827507805854513
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.015769509806920615,0.0018275078058545124
年化波动率,annual_volatility,0.010305760846520327,0.011169700551004753
夏普比率,sharpe,1.5301645401799797,0.16361296325800978
最大回撤,max_drawdown,-0.0071209204820145144,-0.015463674845345055
最大回撤起点,max_drawdown_start,2022-09-13,2022-08-11
最大回撤终点,max_drawdown_end,2022-11-25,2022-11-30
Calmar比率,calmar,4.180570458848712,1.0235282340160547
日胜率_参考,win_rate,0.15625,0.12775735294117646
调仓周期数,signal_period_count,1070,1070
盈利调仓周期数,winning_signal_periods,161,131
调仓周期胜率,signal_period_win_rate,0.15046728971962617,0.12242990654205607
单周期平均收益,avg_signal_period_return,0.00011850345640703607,6.360598379412593e-05
累计资本利得_BP（收益率变动）,capital_gain_total_bp,116.62999999999798,51.130000000002035
年化资本利得_BP,capital_gain_annualized_bp,27.038417663293,11.85350505979808
资本利得交易笔数,capital_gain_trade_count,76,76
已平仓交易笔数,capital_gain_closed_trade_count,76,76
资本利得盈利笔数,capital_gain_winning_trades,55,39
资本利得亏损笔数,capital_gain_losing_trades,19,36
资本利得持平笔数,capital_gain_flat_trades,2,1
资本利得交易胜率,capital_gain_trade_win_rate,0.7236842105263158,0.5131578947368421
平均单笔资本利得_BP,capital_gain_avg_trade_bp,1.5346052631578684,0.6727631578947635
资本利得中位数_BP,capital_gain_median_trade_bp,0.6699999999999935,0.19499999999998685
平均每笔盈利_BP,capital_gain_avg_win_bp,2.6492727272726913,2.9820512820513088
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.5305263157894762,-1.8102777777777495
资本利得盈亏比,capital_gain_profit_loss_ratio,1.730955358259321,1.6472893379445879
最佳交易_BP,capital_gain_best_trade_bp,15.530000000000022,15.499999999999993
最差交易_BP,capital_gain_worst_trade_bp,-5.4700000000009945,-8.699999999999992
平均每笔持有交易日,capital_gain_avg_holding_days,3.1710526315789473,3.1710526315789473
最长单笔持有交易日,capital_gain_max_holding_days,21,21
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-12.299999999998983,-25.699999999996976
资本利得最大回撤起点,capital_gain_max_drawdown_start,2022-08-09,2022-01-13
资本利得最大回撤终点,capital_gain_max_drawdown_end,2022-11-25,2022-11-30
最长连续亏损笔数,capital_gain_longest_losing_streak,5,5
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
