交易编号,开仓日期,平仓日期,估值日期,方向,开仓仓位,平均绝对仓位,持有交易日,策略资本利得_BP,同期条件基准资本利得_BP,资本利得超额_BP,是否盈利,是否已平仓,状态
1,2022-01-19,2022-01-20,2022-01-20,多头,1.0,1.0,2,6.050000000000014,1.439999999999983,4.610000000000031,是,是,已平仓
2,2022-01-24,2022-01-25,2022-01-25,多头,1.0,1.0,2,3.93000000000001,1.2099999999999955,2.7200000000000144,是,是,已平仓
3,2022-01-28,2022-01-28,2022-01-28,多头,1.0,1.0,1,1.0400000000010055,3.269999999999003,-2.2299999999979976,是,是,已平仓
4,2022-02-09,2022-02-15,2022-02-15,多头,1.0,1.0,5,-5.719999999999995,-7.409999999999986,1.6899999999999906,否,是,已平仓
5,2022-02-21,2022-02-21,2022-02-21,多头,1.0,1.0,1,-1.7400000000000055,-3.249999999999989,1.5099999999999834,否,是,已平仓
6,2022-02-23,2022-02-23,2022-02-23,多头,1.0,1.0,1,-2.7699999999999947,2.999999999999982,-5.7699999999999765,否,是,已平仓
7,2022-03-01,2022-03-03,2022-03-03,多头,1.0,1.0,3,-0.4799999999999942,-5.499999999999984,5.01999999999999,否,是,已平仓
8,2022-03-15,2022-03-15,2022-03-15,多头,1.0,1.0,1,-0.960000000000058,-4.999999999998998,4.03999999999894,否,是,已平仓
9,2022-03-18,2022-03-23,2022-03-23,多头,1.0,1.0,4,-1.3099999999999916,-4.260000000001,2.9500000000010083,否,是,已平仓
10,2022-03-28,2022-03-28,2022-03-28,多头,1.0,1.0,1,-0.4099999999999937,0.6900000000010023,-1.100000000000996,否,是,已平仓
11,2022-03-30,2022-04-08,2022-04-08,多头,1.0,1.0,6,4.599999999999985,3.240000000000985,1.3599999999990002,是,是,已平仓
12,2022-04-14,2022-04-14,2022-04-14,多头,1.0,1.0,1,2.6300000000000283,-0.25000000000000716,2.8800000000000354,是,是,已平仓
13,2022-04-18,2022-04-18,2022-04-18,多头,1.0,1.0,1,0.11000000000000593,-5.290000000000017,5.400000000000023,是,是,已平仓
14,2022-04-26,2022-04-28,2022-04-28,多头,1.0,1.0,3,2.7200000000009856,-3.2599999999999993,5.9800000000009845,是,是,已平仓
15,2022-05-05,2022-05-05,2022-05-05,多头,1.0,1.0,1,2.849999999999971,1.0400000000010055,1.8099999999989653,是,是,已平仓
16,2022-05-09,2022-05-09,2022-05-09,多头,1.0,1.0,1,0.5300000000000096,1.1900000000000106,-0.660000000000001,是,是,已平仓
