指标,字段,策略,基准
起始日期,start_date,2022-01-13,2022-01-13
结束日期,end_date,2026-09-11,2026-09-11
交易日数,trading_days,1131,1131
期末净值,final_nav,1.2044832651577808,1.1381852185686994
累计收益率,total_return,0.2044832651577808,0.13818521856869936
年化收益率,annual_return,0.04236371932413485,0.02928580484514831
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.028363719324134853,0.01528580484514831
年化波动率,annual_volatility,0.015131682006804223,0.017057208778799956
夏普比率,sharpe,1.8744591190444404,0.8961492494684543
最大回撤,max_drawdown,-0.012827443154519669,-0.020620557381524796
最大回撤起点,max_drawdown_start,2025-07-04,2022-01-28
最大回撤终点,max_drawdown_end,2025-10-27,2022-05-16
Calmar比率,calmar,3.3025848420313024,1.4202237264152342
日胜率_参考,win_rate,0.3359858532272325,0.3094606542882405
累计资本利得_BP,capital_gain_total_bp,146.77000000001183,85.80000000001394
年化资本利得_BP,capital_gain_annualized_bp,32.73100884956016,19.134159292038508
资本利得交易笔数,capital_gain_trade_count,206,206
已平仓交易笔数,capital_gain_closed_trade_count,205,205
资本利得盈利笔数,capital_gain_winning_trades,121,117
资本利得亏损笔数,capital_gain_losing_trades,80,86
资本利得持平笔数,capital_gain_flat_trades,4,2
资本利得交易胜率,capital_gain_trade_win_rate,0.5902439024390244,0.5707317073170731
平均单笔资本利得_BP,capital_gain_avg_trade_bp,0.6930243902439603,0.391658536585434
资本利得中位数_BP,capital_gain_median_trade_bp,0.4799999999999943,0.36999999999998834
平均每笔盈利_BP,capital_gain_avg_win_bp,2.1343801652893215,2.1657264957265383
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.4523749999999511,-2.0127906976743137
资本利得盈亏比,capital_gain_profit_loss_ratio,1.4695792514256947,1.0759819678364644
最佳交易_BP,capital_gain_best_trade_bp,14.37000000000001,12.540000000000017
最差交易_BP,capital_gain_worst_trade_bp,-5.719999999999995,-7.409999999999986
平均每笔持有交易日,capital_gain_avg_holding_days,2.9466019417475726,2.9466019417475726
最长单笔持有交易日,capital_gain_max_holding_days,56,56
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-16.810000000002987,-28.179999999996017
资本利得最大回撤起点,capital_gain_max_drawdown_start,2025-07-04,2022-01-28
资本利得最大回撤终点,capital_gain_max_drawdown_end,2025-10-27,2022-05-16
最长连续亏损笔数,capital_gain_longest_losing_streak,7,9
当前未平仓交易数,capital_gain_open_trade_count,1,1
当前未平仓资本利得_BP,capital_gain_open_trade_bp,4.699999999999983,5.5099999999999945
