指标,字段,策略,基准
起始日期,start_date,2022-01-17,2022-01-17
结束日期,end_date,2026-07-14,2026-07-14
交易日数,trading_days,1086,1086
期末净值,final_nav,1.0917503594807298,1.0494788897235208
累计收益率,total_return,0.09175035948072985,0.04947888972352077
年化收益率,annual_return,0.020597391482301664,0.011279753901549672
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.006597391482301663,-0.0027202460984503286
年化波动率,annual_volatility,0.008499093260329523,0.007828121850004241
夏普比率,sharpe,0.7762465100948748,-0.3474966474172671
最大回撤,max_drawdown,-0.006422259689855436,-0.008679239056736732
最大回撤起点,max_drawdown_start,2025-09-04,2024-11-12
最大回撤终点,max_drawdown_end,2026-05-06,2026-06-10
Calmar比率,calmar,3.207187575245078,1.2996247514111792
日胜率_参考,win_rate,0.12246777163904236,0.09852670349907919
调仓周期数,signal_period_count,220,220
盈利调仓周期数,winning_signal_periods,33,27
调仓周期胜率,signal_period_win_rate,0.15,0.12272727272727273
单周期平均收益,avg_signal_period_return,0.0004001305538863101,0.00022039879625528587
累计资本利得_BP（收益率变动）,capital_gain_total_bp,81.43,36.10000000000002
年化资本利得_BP,capital_gain_annualized_bp,18.912774193548387,8.384516129032264
资本利得交易笔数,capital_gain_trade_count,32,29
已平仓交易笔数,capital_gain_closed_trade_count,32,29
资本利得盈利笔数,capital_gain_winning_trades,24,19
资本利得亏损笔数,capital_gain_losing_trades,8,10
资本利得持平笔数,capital_gain_flat_trades,0,0
资本利得交易胜率,capital_gain_trade_win_rate,0.75,0.6551724137931034
平均单笔资本利得_BP,capital_gain_avg_trade_bp,2.5446875,1.2448275862068974
资本利得中位数_BP,capital_gain_median_trade_bp,2.4500000000009923,0.44999999999899276
平均盈利交易_BP,capital_gain_avg_win_bp,3.8595833333333758,2.948421052631579
平均亏损交易_BP,capital_gain_avg_loss_bp,-1.4000000000001251,-1.9919999999999969
资本利得盈亏比,capital_gain_profit_loss_ratio,2.756845238095022,1.480131050517863
最佳交易_BP,capital_gain_best_trade_bp,15.800000000000015,14.610000000000005
最差交易_BP,capital_gain_worst_trade_bp,-4.010000000000993,-5.499999999999984
平均每笔持有交易日,capital_gain_avg_holding_days,6.28125,6.413793103448276
最长单笔持有交易日,capital_gain_max_holding_days,19,19
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-8.400000000000986,-13.770000000000003
资本利得最大回撤起点,capital_gain_max_drawdown_start,2025-09-04,2024-11-12
资本利得最大回撤终点,capital_gain_max_drawdown_end,2026-05-06,2026-06-10
最长连续亏损笔数,capital_gain_longest_losing_streak,5,3
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
