指标,字段,策略,基准
起始日期,start_date,2022-01-17,2022-01-17
结束日期,end_date,2026-07-20,2026-07-20
交易日数,trading_days,1090,1090
期末净值,final_nav,1.0853063425442961,1.0433431263961903
累计收益率,total_return,0.08530634254429614,0.04334312639619031
年化收益率,annual_return,0.01912390337056058,0.009866896007593384
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.00512390337056058,-0.004133103992406616
年化波动率,annual_volatility,0.00819673661578242,0.008365750822176015
夏普比率,sharpe,0.6251150440401796,-0.49405057361385224
最大回撤,max_drawdown,-0.006529697247937838,-0.00926924340738966
最大回撤起点,max_drawdown_start,2024-11-12,2024-11-12
最大回撤终点,max_drawdown_end,2025-03-14,2025-03-11
Calmar比率,calmar,2.928758048713538,1.064476956094093
日胜率_参考,win_rate,0.11926605504587157,0.1
调仓周期数,signal_period_count,221,221
盈利调仓周期数,winning_signal_periods,35,28
调仓周期胜率,signal_period_win_rate,0.1583710407239819,0.12669683257918551
单周期平均收益,avg_signal_period_return,0.00037144096433975953,0.00019273346936942768
累计资本利得_BP（收益率变动）,capital_gain_total_bp,73.59999999999708,30.130000000000088
年化资本利得_BP,capital_gain_annualized_bp,17.03140495867701,6.9722314049586975
资本利得交易笔数,capital_gain_trade_count,25,25
已平仓交易笔数,capital_gain_closed_trade_count,25,25
资本利得盈利笔数,capital_gain_winning_trades,22,14
资本利得亏损笔数,capital_gain_losing_trades,3,11
资本利得持平笔数,capital_gain_flat_trades,0,0
资本利得交易胜率,capital_gain_trade_win_rate,0.88,0.56
平均单笔资本利得_BP,capital_gain_avg_trade_bp,2.943999999999883,1.2052000000000032
资本利得中位数_BP,capital_gain_median_trade_bp,2.5299999999989917,0.6399999999990091
平均每笔盈利_BP,capital_gain_avg_win_bp,3.7795454545453206,3.5050000000000034
平均每笔亏损_BP,capital_gain_avg_loss_bp,-3.183333333333325,-1.7218181818181784
资本利得盈亏比,capital_gain_profit_loss_ratio,1.1872917658257582,2.0356388595565003
最佳交易_BP,capital_gain_best_trade_bp,22.400000000000997,16.089999999999993
最差交易_BP,capital_gain_worst_trade_bp,-7.339999999999986,-3.3299999999999996
平均每笔持有交易日,capital_gain_avg_holding_days,7.4,7.4
最长单笔持有交易日,capital_gain_max_holding_days,29,29
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-8.039999999999992,-10.699999999999008
资本利得最大回撤起点,capital_gain_max_drawdown_start,2024-11-12,2024-11-12
资本利得最大回撤终点,capital_gain_max_drawdown_end,2025-03-14,2025-03-11
最长连续亏损笔数,capital_gain_longest_losing_streak,1,3
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
