指标,字段,策略,基准
起始日期,start_date,2022-01-13,2022-01-13
结束日期,end_date,2026-09-11,2026-09-11
交易日数,trading_days,1131,1131
期末净值,final_nav,1.0438229338409242,1.0433174736587827
累计收益率,total_return,0.04382293384092417,0.04331747365878269
年化收益率,annual_return,0.009610709985081733,0.009501661941441197
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,-0.004389290014918267,-0.004498338058558803
年化波动率,annual_volatility,0.006306465134191598,0.007423445859709308
夏普比率,sharpe,-0.6959984589656998,-0.6059636109119481
最大回撤,max_drawdown,-0.005874924874876064,-0.005758063584361595
最大回撤起点,max_drawdown_start,2024-03-06,2023-11-13
最大回撤终点,max_drawdown_end,2024-10-11,2023-11-27
Calmar比率,calmar,1.635886447873,1.650148839489528
日胜率_参考,win_rate,0.058355437665782495,0.05658709106984969
调仓周期数,signal_period_count,1112,1112
盈利调仓周期数,winning_signal_periods,60,60
调仓周期胜率,signal_period_win_rate,0.0539568345323741,0.0539568345323741
单周期平均收益,avg_signal_period_return,3.8656229091534335e-05,3.824815827663263e-05
累计资本利得_BP,capital_gain_total_bp,38.10999999999704,37.139999999997
年化资本利得_BP,capital_gain_annualized_bp,8.498867256636508,8.282548672565703
资本利得交易笔数,capital_gain_trade_count,40,40
已平仓交易笔数,capital_gain_closed_trade_count,40,40
资本利得盈利笔数,capital_gain_winning_trades,28,28
资本利得亏损笔数,capital_gain_losing_trades,11,12
资本利得持平笔数,capital_gain_flat_trades,1,0
资本利得交易胜率,capital_gain_trade_win_rate,0.7,0.7
平均单笔资本利得_BP,capital_gain_avg_trade_bp,0.952749999999926,0.928499999999925
资本利得中位数_BP,capital_gain_median_trade_bp,0.5900000000005033,0.3400000000000104
平均每笔盈利_BP,capital_gain_avg_win_bp,1.9521428571428223,1.9574999999998575
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.5045454545456345,-1.4724999999999169
资本利得盈亏比,capital_gain_profit_loss_ratio,1.2974967630554972,1.3293718166383484
最佳交易_BP,capital_gain_best_trade_bp,13.100000000000025,10.910000000000016
最差交易_BP,capital_gain_worst_trade_bp,-6.5799999999999885,-3.4999999999999964
平均每笔持有交易日,capital_gain_avg_holding_days,2.45,2.45
最长单笔持有交易日,capital_gain_max_holding_days,15,15
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-7.269999999998987,-8.27999999999909
资本利得最大回撤起点,capital_gain_max_drawdown_start,2024-03-06,2022-01-13
资本利得最大回撤终点,capital_gain_max_drawdown_end,2024-10-11,2023-11-27
最长连续亏损笔数,capital_gain_longest_losing_streak,2,3
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
