指标,字段,策略,基准
起始日期,start_date,2022-01-17,2022-01-17
结束日期,end_date,2026-07-20,2026-07-20
交易日数,trading_days,1090,1090
期末净值,final_nav,1.0878770039835823,1.0594335551907093
累计收益率,total_return,0.08787700398358234,0.05943355519070925
年化收益率,annual_return,0.01968198438273161,0.013449666475774835
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.00568198438273161,-0.0005503335242251651
年化波动率,annual_volatility,0.008193878694575493,0.00830642369462133
夏普比率,sharpe,0.6934425800681177,-0.06625396734596181
最大回撤,max_drawdown,-0.005865323359243502,-0.009294239225131173
最大回撤起点,max_drawdown_start,2025-09-04,2024-12-20
最大回撤终点,max_drawdown_end,2026-06-11,2026-06-10
Calmar比率,calmar,3.35565205483746,1.4470970834716184
日胜率_参考,win_rate,0.10733944954128441,0.0944954128440367
调仓周期数,signal_period_count,221,221
盈利调仓周期数,winning_signal_periods,29,26
调仓周期胜率,signal_period_win_rate,0.13122171945701358,0.11764705882352941
单周期平均收益,avg_signal_period_return,0.0003822296755319154,0.0002621907286955029
累计资本利得_BP（收益率变动）,capital_gain_total_bp,77.63999999999899,48.37999999999904
年化资本利得_BP,capital_gain_annualized_bp,17.966280991735303,11.195371900826224
资本利得交易笔数,capital_gain_trade_count,29,29
已平仓交易笔数,capital_gain_closed_trade_count,29,29
资本利得盈利笔数,capital_gain_winning_trades,21,19
资本利得亏损笔数,capital_gain_losing_trades,8,10
资本利得持平笔数,capital_gain_flat_trades,0,0
资本利得交易胜率,capital_gain_trade_win_rate,0.7241379310344828,0.6551724137931034
平均单笔资本利得_BP,capital_gain_avg_trade_bp,2.6772413793103103,1.6682758620689326
资本利得中位数_BP,capital_gain_median_trade_bp,2.540000000000978,0.8000000000000025
平均每笔盈利_BP,capital_gain_avg_win_bp,4.21285714285719,3.541578947368369
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.3537500000002483,-1.890999999999997
资本利得盈亏比,capital_gain_profit_loss_ratio,3.111990502571684,1.8728603634946455
最佳交易_BP,capital_gain_best_trade_bp,15.800000000000015,14.610000000000005
最差交易_BP,capital_gain_worst_trade_bp,-4.010000000000993,-5.499999999999984
平均每笔持有交易日,capital_gain_avg_holding_days,5.896551724137931,5.896551724137931
最长单笔持有交易日,capital_gain_max_holding_days,19,19
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-8.670000000002958,-13.40999999999999
资本利得最大回撤起点,capital_gain_max_drawdown_start,2025-09-04,2024-12-20
资本利得最大回撤终点,capital_gain_max_drawdown_end,2026-06-11,2026-06-10
最长连续亏损笔数,capital_gain_longest_losing_streak,4,4
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
