指标,字段,策略,基准
起始日期,start_date,2022-01-12,2022-01-12
结束日期,end_date,2026-07-17,2026-07-17
交易日数,trading_days,1092,1092
期末净值,final_nav,1.0799493973168515,0.9571836423464026
累计收益率,total_return,0.07994939731685147,-0.04281635765359737
年化收益率,annual_return,0.017924445107407205,-0.010056809168855874
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.003924445107407205,-0.024056809168855872
年化波动率,annual_volatility,0.009826618303693687,0.009851455915877336
夏普比率,sharpe,0.39936883535326306,-2.441954709464226
最大回撤,max_drawdown,-0.007944834181892846,-0.04852832144601027
最大回撤起点,max_drawdown_start,2022-01-25,2022-01-20
最大回撤终点,max_drawdown_end,2022-02-21,2026-04-01
Calmar比率,calmar,2.2561131795876865,-0.2072358752413162
日胜率_参考,win_rate,0.15842490842490842,0.12179487179487179
调仓周期数,signal_period_count,1064,1064
盈利调仓周期数,winning_signal_periods,170,131
调仓周期胜率,signal_period_win_rate,0.15977443609022557,0.1231203007518797
单周期平均收益,avg_signal_period_return,7.248909349706498e-05,-4.0928966457986026e-05
累计资本利得_BP（收益率变动）,capital_gain_total_bp,57.139999999992966,-78.22999999999796
年化资本利得_BP,capital_gain_annualized_bp,13.19824014665282,-18.069624197983032
资本利得交易笔数,capital_gain_trade_count,90,90
已平仓交易笔数,capital_gain_closed_trade_count,90,90
资本利得盈利笔数,capital_gain_winning_trades,51,28
资本利得亏损笔数,capital_gain_losing_trades,36,61
资本利得持平笔数,capital_gain_flat_trades,3,1
资本利得交易胜率,capital_gain_trade_win_rate,0.5666666666666667,0.3111111111111111
平均单笔资本利得_BP,capital_gain_avg_trade_bp,0.6348888888888107,-0.8692222222221994
资本利得中位数_BP,capital_gain_median_trade_bp,0.26499999999950175,-0.610000000000003
平均每笔盈利_BP,capital_gain_avg_win_bp,2.2488235294117835,1.4592857142855729
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.5986111111113341,-1.9522950819671145
资本利得盈亏比,capital_gain_profit_loss_ratio,1.4067358307352373,0.747471900003564
最佳交易_BP,capital_gain_best_trade_bp,14.579999999999975,10.790000000000001
最差交易_BP,capital_gain_worst_trade_bp,-7.410000000000991,-9.469999999999999
平均每笔持有交易日,capital_gain_avg_holding_days,3.066666666666667,3.066666666666667
最长单笔持有交易日,capital_gain_max_holding_days,27,27
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-10.760000000001012,-82.27999999999598
资本利得最大回撤起点,capital_gain_max_drawdown_start,2022-01-20,2022-01-20
资本利得最大回撤终点,capital_gain_max_drawdown_end,2022-02-21,2026-04-01
最长连续亏损笔数,capital_gain_longest_losing_streak,5,12
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
