指标,字段,策略,基准
起始日期,start_date,2022-01-13,2022-01-13
结束日期,end_date,2026-07-14,2026-07-14
交易日数,trading_days,1088,1088
期末净值,final_nav,1.0992113048449075,1.0401243785583887
累计收益率,total_return,0.09921130484490748,0.040124378558388685
年化收益率,annual_return,0.02217176689070266,0.009162007094471791
无风险利率_年化,risk_free_rate_annual,0.014,0.014
超额年化收益率,excess_annual_return,0.00817176689070266,-0.004837992905528209
年化波动率,annual_volatility,0.009464969845243212,0.010269493673532455
夏普比率,sharpe,0.8633695642262955,-0.47110335322540375
最大回撤,max_drawdown,-0.009137149107860565,-0.023044119290283827
最大回撤起点,max_drawdown_start,2022-08-04,2022-01-13
最大回撤终点,max_drawdown_end,2022-11-25,2022-11-30
Calmar比率,calmar,2.4265519396666724,0.39758547415326045
日胜率_参考,win_rate,0.13143382352941177,0.10753676470588236
调仓周期数,signal_period_count,1070,1070
盈利调仓周期数,winning_signal_periods,136,112
调仓周期胜率,signal_period_win_rate,0.12710280373831775,0.10467289719626169
单周期平均收益,avg_signal_period_return,8.860086341533897e-05,3.6987772876406026e-05
累计资本利得_BP（收益率变动）,capital_gain_total_bp,84.39000000000283,23.09000000000519
年化资本利得_BP,capital_gain_annualized_bp,19.56419503219937,5.3529714811419575
资本利得交易笔数,capital_gain_trade_count,76,76
已平仓交易笔数,capital_gain_closed_trade_count,76,76
资本利得盈利笔数,capital_gain_winning_trades,51,35
资本利得亏损笔数,capital_gain_losing_trades,22,40
资本利得持平笔数,capital_gain_flat_trades,3,1
资本利得交易胜率,capital_gain_trade_win_rate,0.6710526315789473,0.4605263157894737
平均单笔资本利得_BP,capital_gain_avg_trade_bp,1.1103947368421425,0.3038157894737525
资本利得中位数_BP,capital_gain_median_trade_bp,0.47000000000048736,-0.09999999999999593
平均每笔盈利_BP,capital_gain_avg_win_bp,2.488823529411783,2.814857142857202
平均每笔亏损_BP,capital_gain_avg_loss_bp,-1.933636363636277,-1.8857499999999223
资本利得盈亏比,capital_gain_profit_loss_ratio,1.2871207721453144,1.4926990019129354
最佳交易_BP,capital_gain_best_trade_bp,15.800000000000015,14.610000000000005
最差交易_BP,capital_gain_worst_trade_bp,-5.4700000000009945,-8.699999999999992
平均每笔持有交易日,capital_gain_avg_holding_days,2.723684210526316,2.723684210526316
最长单笔持有交易日,capital_gain_max_holding_days,19,19
资本利得最大回撤_BP,capital_gain_max_drawdown_bp,-13.849999999998031,-32.48999999999891
资本利得最大回撤起点,capital_gain_max_drawdown_start,2022-08-04,2022-01-13
资本利得最大回撤终点,capital_gain_max_drawdown_end,2022-11-25,2022-11-30
最长连续亏损笔数,capital_gain_longest_losing_streak,3,5
当前未平仓交易数,capital_gain_open_trade_count,0,0
当前未平仓资本利得_BP,capital_gain_open_trade_bp,0.0,0.0
capital_gain_bp_definition,capital_gain_bp_definition,收益率方向变动BP（不乘久期）,
asset_name,asset_name,10Y地方政府债,
